sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
6847,1336140,24067064,15,,,apa,2008 global krizi sonrası Türkiye’de aracı kurumlarda etkinlik ve etkinliği belirleyen faktörler: 2008-2017 dönemi,Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2019,"Çelik, İ",,,no_match,,,,,,,,,,,,,,,,,,"Çelik, İ. E. (2019). 2008 global krizi sonrası Türkiye’de aracı kurumlarda etkinlik ve etkinliği belirleyen faktörler: 2008-2017 dönemi. Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 24(3), 479-494."
6877,1181390,16946653,9,,,apa,Sekizinci sınıf Türkçe öğretim programı (2018)’nın 21. Yüzyıl becerileri açısından değerlendirilmesi,"Adnan Menderes Üniversitesi Eğitim Fakültesi, Eğitim Bilimleri Dergisi",2019,"Kayhan, E., Altun, S., ve Gürol, M",,,no_match,,,,,,,,,,,,,,,,,,"Kayhan, E., Altun, S., ve Gürol, M. (2019). Sekizinci sınıf Türkçe öğretim programı (2018)’nın 21. Yüzyıl becerileri açısından değerlendirilmesi. Adnan Menderes Üniversitesi Eğitim Fakültesi, Eğitim Bilimleri Dergisi, 10(2), 20-35. http://dergi.adu.edu.tr/egitimbilimleri/"
6890,1282984,21810619,24,,,apa,Assessing the trend of the research on integrated reporting: A bibliometric review,Journal of Management Information and Decision Sciences,2021,"Othman, M., & Basnan, N",,,no_match,,,,,,,,,,,,,,,,,,"Othman, M., & Basnan, N. (2021). Assessing the trend of the research on integrated reporting: A bibliometric review. Journal of Management Information and Decision Sciences, 24(S1), 1-18."
6920,1208863,18334315,24,,,apa,Fruit fly infestation in mango: A threat to the Horticultural sector in Uganda,Uganda Journal of Agricultural Science,2014,"Nankinga, C.M., Isabirye, B.E., Muyinza, H., Rwomushana, I., Stevenson, PC., Mayamba, A., Aool, W., & Akol, A.M",,,no_match,,,,,,,,,,,,,,,,,,"Nankinga, C.M., Isabirye, B.E., Muyinza, H., Rwomushana, I., Stevenson, PC., Mayamba, A., Aool, W., & Akol, A.M. (2014). Fruit fly infestation in mango: A threat to the Horticultural sector in Uganda. Uganda Journal of Agricultural Science, 15, 1-14."
6941,1261096,20649328,58,,,apa,Bayburt’ta değirmencilik ve etrafında gelişen kültürel unsurlar,Bayburt İnsan ve Toplum Bilimleri Fakültesi Dergisi,2021,"Seymen, A",,,no_match,,,,,,,,,,,,,,,,,,"Seymen, A. (2021). Bayburt’ta değirmencilik ve etrafında gelişen kültürel unsurlar. Bayburt İnsan ve Toplum Bilimleri Fakültesi Dergisi, 9, 111-126."
6972,1357126,24897575,64,,,apa,Architecture from teaching to learning to practice: Authentic learning tasks in developing professional competencies,Int J Educ Pedagog Sci,2012,"(64) Utaberta, N., Hassanpour, B., Surat, M., Ani, A",,,no_match,,,,,,,,,,,,,,,,,,"(64) Utaberta, N., Hassanpour, B., Surat, M., Ani, A. C., & Tawil, N. M. (2012). Architecture from teaching to learning to practice: Authentic learning tasks in developing professional competencies. Int J Educ Pedagog Sci, 6(7), 1809–1812."
6980,1342857,24323065,19,,,apa,Conspectus generum Ophionidum Sueciae,Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar,1859,"Holmgren, A.E",,,no_match,,,,,,,,,,,,,,,,,,"Holmgren, A.E. (1859). Conspectus generum Ophionidum Sueciae. Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar, 15(1858), 321-330."
6992,1292468,22989722,32,,,apa,Stratejik iletişim yönetiminde dijital kanalların önemi: Halkla ilişkiler uygulayıcılarının dijital kanal kullanımlarına yönelik niteliksel bir araştırma,Uluslararası Halkla İlişkiler ve Reklam Çalışmaları Dergisi,2018,"Karsak, B., Altuntaş, E",,,no_match,,,,,,,,,,,,,,,,,,"Karsak, B., Altuntaş, E. Y. ve Demren, G. A. S. (2018). Stratejik iletişim yönetiminde dijital kanalların önemi: Halkla ilişkiler uygulayıcılarının dijital kanal kullanımlarına yönelik niteliksel bir araştırma. Uluslararası Halkla İlişkiler ve Reklam Çalışmaları Dergisi, 1(1), 6-17."
6997,1270301,20940469,20,,,apa,Awqaf In History and Its Implications for Modern Islamic Economies,Islamic Economic Studies,1998,"Çizakça, M",,,no_match,,,,,,,,,,,,,,,,,,"Çizakça, M. (1998). Awqaf In History and Its Implications for Modern Islamic Economies. Islamic Economic Studies, 6(1), 43-70. [CrossRef]"
7011,1269706,21475358,67,,,apa,"ELearning Sudan, Formal Learning for Out-of-School Children",Electronic Journal of e-Learning,2016,"Stubbé, H., Badri, A., Telford, R., van der Hulst, A., & van Joolingen, W",title_full,ELearning Sudan Formal Learning for Out of School Children,no_match,1325645,10.52886/ilak.1645007,not_checked,,Sudanda Din Eğitimi: Tarihi Süreç ve Mevcut Durum,2025,İlahiyat Akademi,1878,PAPER,0.2244,0.3585,0.1429,7,False,0.093,0.0,False,"Stubbé, H., Badri, A., Telford, R., van der Hulst, A., & van Joolingen, W. (2016). ELearning Sudan, Formal Learning for Out-of-School Children. Electronic Journal of e-Learning, 14(2), 136- 149."
7014,1250477,20103762,6,,,quoted,de don olaylı günlerde gözlenen eğilim ve değişiklikler,Ulusal Coğrafya Kongresi 2005,2005,"Erlat, E",,,no_match,,,,,,,,,,,,,,,,,,"Erlat, E. (2005) ""Türkiye'de don olaylı günlerde gözlenen eğilim ve değişiklikler"" Ulusal Coğrafya Kongresi 2005 (Prof. Dr. İsmail Yalçınlar Anısına) 29-30 Eylül 2005 İstanbul Bildiri Kitabı, s. 201-208."
7041,1265388,20723211,35,,,apa,"Türkiye’de Tarım Arazilerinin Kamulaştırma Bedellerinin Tespitinde Karşılaşılan Sorunlar ve Çözüm Yolları, Türkiye 5","Tarım Ekonomisi Kongresi, Bildiri",2002,"Tanrıvermiş, H., Gündoğmuş, E., Birinci, A., & Ceyhan, V",,,no_match,,,,,,,,,,,,,,,,,,"Tanrıvermiş, H., Gündoğmuş, E., Birinci, A., & Ceyhan, V. (2002). Türkiye’de Tarım Arazilerinin Kamulaştırma Bedellerinin Tespitinde Karşılaşılan Sorunlar ve Çözüm Yolları, Türkiye 5. Tarım Ekonomisi Kongresi, Bildiri, 18-20."
7044,1229611,19484198,7,,,apa,Comparatıve advantages of greece ın ınternatıonal trade ın servıces for the perıod 2011-2020,Konowledge International Journal,2021,"Dimanov, D",,,no_match,,,,,,,,,,,,,,,,,,"Dimanov, D. K. (2021). Comparatıve advantages of greece ın ınternatıonal trade ın servıces for the perıod 2011-2020. Konowledge International Journal, 48(1), 91-95."
7056,1315747,23130995,20,,,vancouver,Thrombotic complications in paroxysmal nocturnal haemoglobinuria: a literature review,Blood Transfus,2012,"Malato A, Saccullo G, Coco LL, Mancuso S, Santoro M, Martino S, Zammit V, Sprini D, Siragusa S",title_salient,Thrombotic complications paroxysmal nocturnal haemoglobinuria literature,no_match,258150,,no_doi,,EculizumabTedavisi Altında Tromboz Gelişen Paroksismal Noktürnal Hemoglobinüri Olgusu,2017,Uludağ Üniversitesi Tıp Fakültesi Dergisi,136,PAPER,0.2983,0.5444,0.0,6,False,0.2182,0.0,False,"20. Malato A, Saccullo G, Coco LL, Mancuso S, Santoro M, Martino S, Zammit V, Sprini D, Siragusa S. Thrombotic complications in paroxysmal nocturnal haemoglobinuria: a literature review. Blood Transfus. 2012;10:428-435."
7077,1311825,22848464,43,,,apa,The Impact of Structural Reforms on Economic Growth in Turkey: Evidence from Linear and Nonlinear ARDL Modeling,Estudios de Economía,2021,"Yalçınkaya, Ö., Daştan, M",,,no_match,,,,,,,,,,,,,,,,,,"Yalçınkaya, Ö., Daştan, M. ve Karabulut, K. (2021). The Impact of Structural Reforms on Economic Growth in Turkey: Evidence from Linear and Nonlinear ARDL Modeling. Estudios de Economía, 48, 59-87."
7089,1343012,24329515,5,,,apa,Feed cost/production income analysis of seabass (Dicentrarchus labrax) aquaculture,International Journal of Ecosystems and Ecology Science,2017,"Baki, B., & Yücel, S",,,no_match,,,,,,,,,,,,,,,,,,"Baki, B., & Yücel, S. (2017). Feed cost/production income analysis of seabass (Dicentrarchus labrax) aquaculture. International Journal of Ecosystems and Ecology Science, 7:859-64."
7090,1247440,19964997,53,,,apa,E-Spor ve Turizm İlişkisi: Organizatörler ve Katılımcılar Gözünden Bir Değerlendirme,Journal of New Tourism Trends,2021,"Pirci, T",,,no_match,,,,,,,,,,,,,,,,,,"Pirci, T. K. & Dalgıç, A. (2021). E-Spor ve Turizm İlişkisi: Organizatörler ve Katılımcılar Gözünden Bir Değerlendirme. Journal of New Tourism Trends, 2(2), 108-124."
7100,1191526,17428172,10,,,apa,Türkiye'de sosyobilimsel konularla ilgili yapılan çalışmaların incelenmesi: Bir betimsel analiz çalışması,"Dokuz Eylül Üniversitesi Buca Eğitim Fakültesi Dergisi, (44",2017,"Değirmenci, A., & Doğru, M",title_full,Türkiyede sosyobilimsel konularla ilgili yapılan çalışmaların incelenmesi Bir betimsel analiz çalışması,no_match,325248,,no_doi,,Türkiyede Tartışmalı ve Sosyobilimsel Konular Üzerine Yazılan Lisansüstü Tezlerin Eğitim Bilimleri Perspektifinden İncelenmesi,2019,Eskişehir Osmangazi Üniversitesi Sosyal Bilimler Dergisi,363,PAPER,0.4145,0.5328,0.4545,10,False,0.5347,0.0,False,"Değirmenci, A., & Doğru, M. (2017). Türkiye'de sosyobilimsel konularla ilgili yapılan çalışmaların incelenmesi: Bir betimsel analiz çalışması. Dokuz Eylül Üniversitesi Buca Eğitim Fakültesi Dergisi, (44), 123-138."
7106,1368386,25375952,6,,,apa,Early school leaving in the lower vocational track: Triangulation of quantitative data,Adolescence,2005,"Beekhoven, S., & Dekkers, H",,,no_match,,,,,,,,,,,,,,,,,,"Beekhoven, S., & Dekkers, H. (2005). Early school leaving in the lower vocational track: Triangulation of quantitative data. Adolescence, 40(57), 197–213."
7117,1250332,20098329,6,,,apa,Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi,Beslenme ve Diyet Dergisi,2009,"Büyüktuncer, Z",title_full,Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi,no_match,191810,,no_doi,,TürkMutfağında Kullanılan Et ve Etli Yemek Çeşitlerinin Yapımı ve Sağlık Açısından Değerlendirilmesi,2015,Journal of Tourism and Gastronomy Studies,1045,PAPER,0.5101,0.6897,0.6667,6,False,0.069,0.0,False,"Büyüktuncer, Z. & Yücecan, S. (2009). Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi. Beslenme ve Diyet Dergisi, 37(1-2), 93-100."
7118,1250332,20098332,9,,,apa,A study on the relationship between the use of traditional desserts in tourist restaurants with the online gastronomic image and gastronomic experience,4th International Gastronomy Tourism Studies Congress,2019,"Eren, S",,,no_match,,,,,,,,,,,,,,,,,,"Eren, S. (2019). A study on the relationship between the use of traditional desserts in tourist restaurants with the online gastronomic image and gastronomic experience. 4th International Gastronomy Tourism Studies Congress, 149-158."
7138,1286020,22124036,33,,,loose_year,"Studies on the feeding capacity and life history of a mycophagous coccinellid, Halyzia hauseri Mader, in Kunming",Annales Entomologici Sinici,1951,"Liu, C.L",,,no_match,,,,,,,,,,,,,,,,,,"Liu, C.L. 1951. Studies on the feeding capacity and life history of a mycophagous coccinellid, Halyzia hauseri Mader, in Kunming. Annales Entomologici Sinici, 1:1–15."
7158,1311848,22850964,75,,,apa,Hizmet işletmelerinde iç müşteri yaklaşımının çalışanların müşteri yönlü davranış geliştirmesindeki rolü,Organizasyon ve Yönetim Bilimleri Dergisi,2013,"Uygun, M., Güner, E., & Sinan, M",,,no_match,,,,,,,,,,,,,,,,,,"Uygun, M., Güner, E., & Sinan, M. (2013). Hizmet işletmelerinde iç müşteri yaklaşımının çalışanların müşteri yönlü davranış geliştirmesindeki rolü. Organizasyon ve Yönetim Bilimleri Dergisi, 5(1), 129-149."
7197,1320152,23381906,110,,,apa,Suç Korkusu ve Etkisinin Nötrleşmesi,"TBBD, (83",2009,"YÜCEL, M",,,no_match,,,,,,,,,,,,,,,,,,"YÜCEL, M. T. (2009). Suç Korkusu ve Etkisinin Nötrleşmesi. TBBD, (83), 278-301. (Nötrleşme)."
7212,1337106,24101876,17,,,apa,Integration of web 2.0 tools in learning a programming course,Turkish Online Journal of Educational Technology,2014,"Majid, A",title_salient_year,Integration web tools learning programming course,no_match,166800,,no_doi,,Dokuzuncusınıf kimya dersi öğretim programına yönelik öğretmen görüşleri:Aydın İli örneğii,2014,Ondokuz Mayıs Üniversitesi Eğitim Fakültesi Dergisi,399,PAPER,0.3387,0.3359,0.0,6,True,0.3434,0.0,False,"Majid, A. A. N. (2014). Integration of web 2.0 tools in learning a programming course. Turkish Online Journal of Educational Technology, 13(4), 88-94."
7220,1197235,17774566,33,,,apa,2009 yerel seçimlerinin Türk blog ve forum ortamlarına yansımaları,ODTÜ Sosyal Bilimler Enstitüsü Sosyal Bilimler Araştırmaları Dergisi,2011,"Yılmaz, M",,,no_match,,,,,,,,,,,,,,,,,,"Yılmaz, M. (2011). 2009 yerel seçimlerinin Türk blog ve forum ortamlarına yansımaları. ODTÜ Sosyal Bilimler Enstitüsü Sosyal Bilimler Araştırmaları Dergisi, 2(2), 171-188."
7242,1342946,25055129,27,,,vancouver,Prevalence and intensity of dyspnea in advanced cancer and its impact on quality of life,Indian J Palliat Care,2018,"Damani A, Ghoshal A, Salins N, Deodhar J, Muckaden M",,,no_match,,,,,,,,,,,,,,,,,,"27. Damani A, Ghoshal A, Salins N, Deodhar J, Muckaden M. Prevalence and intensity of dyspnea in advanced cancer and its impact on quality of life. Indian J Palliat Care. 2018;24(1):44-50."
7247,1267314,20795765,29,,,vancouver,Hepatic artery and portal vein Doppler indexes in non-alcoholic fatty liver disease before and after treatment to prevent unnecessary health care costs,Int J Prev Med,2014,"Tarzamni MK, Khoshbaten M, Sadrarhami S",title_salient,Hepatic artery portal vein Doppler indexes non alcoholic fatty liver,no_match,507912,10.24938/kutfd.989669,not_checked,,EVALUATIONOF HEPATIC VASCULAR FLOW ALTERATIONS IN OBESE CHILDREN WITH AND WITHOUT NON-ALCOHOLIC FATTY LIVER DISEASE,2021,Kırıkkale Üniversitesi Tıp Fakültesi Dergisi,962,PAPER,0.3271,0.406,0.4615,19,False,0.2069,0.0,False,"30. Tarzamni MK, Khoshbaten M, Sadrarhami S, et al. Hepatic artery and portal vein Doppler indexes in non-alcoholic fatty liver disease before and after treatment to prevent unnecessary health care costs. Int J Prev Med. 2014;5(4):472-477."
7280,1360401,25048182,35,,,quoted,İstanbul ve Çevresinde Toplum Hayatını Etkileyen Tabii Afetler ve Ekonomik Kayıpları,Afetlerin Gölgesinde İstanbul,2009,"Öztürk, Said",,,no_match,,,,,,,,,,,,,,,,,,"Öztürk, Said, “İstanbul ve Çevresinde Toplum Hayatını Etkileyen Tabii Afetler ve Ekonomik Kayıpları”, Afetlerin Gölgesinde İstanbul, Tarih Boyunca İstanbul ve Çevresini Etkileyen Afetler, ed. Said Öztürk, İstanbul 2009, s. 375-428."
7334,1171714,16969897,47,,,apa,Psikolojik danışmanların okul psikolojik danışma ve rehberlik hizmetleri modeline dayalı olarak geliştirilen kapsamlı psikolojik danışma ve rehberlik programını değerlendirmeleri,Pegem Eğitim ve Öğretim Dergisi,2011,"Terzi, Ş., Ergüner Tekinalp, B",title_salient,Psikolojik danışmanların okul psikolojik danışma rehberlik hizmetleri modeline dayalı olarak,no_match,133403,,no_doi,,Okullardakonsültasyon hizmetleri ve işbirliğine dayalı konsültasyon modelleri,2012,Mehmet Akif Ersoy Üniversitesi Eğitim Fakültesi Dergisi,572,PAPER,0.2853,0.3451,0.3333,17,False,0.4651,0.0,False,"Terzi, Ş., Ergüner Tekinalp, B. ve Leuwerke, W. (2011). Psikolojik danışmanların okul psikolojik danışma ve rehberlik hizmetleri modeline dayalı olarak geliştirilen kapsamlı psikolojik danışma ve rehberlik programını değerlendirmeleri. Pegem Eğitim ve Öğretim Dergisi, 1(1), 51-60."
7342,1248760,20016138,29,,,apa,Restaurant işletmelerinde web analitiklerinin kullanımı: Google Analitik örnek uygulaması değerlendirmesi,Necmettin Erbakan Üniversitesi GastroMedia Dergisi,2023,"Ekinci, K., Karaboğa, K",,,no_match,,,,,,,,,,,,,,,,,,"Ekinci, K., Karaboğa, K. ve Cici Karaboğa, E. N. (2023). Restaurant işletmelerinde web analitiklerinin kullanımı: Google Analitik örnek uygulaması değerlendirmesi. Necmettin Erbakan Üniversitesi GastroMedia Dergisi, 2(1), 39-58."
7359,1263262,20637384,84,,,vancouver,Kedi ve köpeklerde Toxoplasma antikorlari,Mikrobiyol Bült,1970,Ekmen H,title_full,Kedi ve köpeklerde Toxoplasma antikorlari,no_match,201065,,no_doi,,ToksokariyazaBağlı Bir Transvers Miyelit Olgusu ve Tanıda Yerel Antikor Üretiminin Önemi,2016,Mikrobiyoloji Bülteni,71,PAPER,0.2546,0.3304,0.1111,4,False,0.8333,0.0,False,84. Ekmen H. Toxoplasmosis’te enfeksiyon kaynaklari. Kedi ve köpeklerde Toxoplasma antikorlari. Mikrobiyol Bült. 1970; 4: 11-5.
7360,1263262,20637398,98,,,vancouver,Clinical and some laboratory findings in cats with Toxoplasmosis,TJVR,2018,"Bastan İ, Bas B",,,no_match,,,,,,,,,,,,,,,,,,"98. Bastan İ, Bas B. Clinical and some laboratory findings in cats with Toxoplasmosis. TJVR 2018; 2: 1-4."
7362,1172639,16561295,3,,,apa,"Çevre Muhasebesi, Yeşil Muhasebe ve Karbon Muhasebesi Kavramları Hakkında Yazılan Makalelerin Bibliyometrik Analizi",International Journal of Applied Economic and Finance Studies,2022,"Altınbay, A",,,no_match,,,,,,,,,,,,,,,,,,"Altınbay, A. ve Durak, H. (2022). Çevre Muhasebesi, Yeşil Muhasebe ve Karbon Muhasebesi Kavramları Hakkında Yazılan Makalelerin Bibliyometrik Analizi. International Journal of Applied Economic and Finance Studies, 7(1), 140-155."
7387,1358960,24982267,20,,,vancouver,Yoğun bakım ünitelerinde yatan hastaların deneyimleri ve anksiyete-depresyon durumları,Hemşirelik Bilimi Dergisi,2018,"Çam R, Şahin B",,,no_match,,,,,,,,,,,,,,,,,,"20. Çam R, Şahin B. Yoğun bakım ünitelerinde yatan hastaların deneyimleri ve anksiyete-depresyon du- rumları. Hemşirelik Bilimi Dergisi 2018; 1: 10-4."
7417,1384806,25935308,1,,,quoted,Türk Yabancılar Hukukunda ve Uygulamada İkamet İzinleri.,BUHFD 19,2024,"Alaсаkарtan, Ahmet Can",title_full_year,Türk Yabancılar Hukukunda ve Uygulamada İkamet İzinleri,strong,1245062,,no_doi,,TürkYabancılar Hukukunda ve Uygulamada İkamet İzinleri,2024,Bahçeşehir Üniversitesi Hukuk Fakültesi Dergisi,769,PAPER,0.894,1.0,1.0,6,True,0.2,0.0,False,"Alaсаkарtan, Ahmet Can. “Türk Yabancılar Hukukunda ve Uygulamada İkamet İzinleri.”, BUHFD 19, S. 219 (2024): 447-477."
7425,1199131,17908611,4,,,apa,Televizyon Haberciliğinde Etik. [(der),"Bülent Çaplı ve Hakan Tuncel (içinde), “Yeni İletişim Teknolojileri ve Etik",2010,"Aydoğan, A",,,no_match,,,,,,,,,,,,,,,,,,"Aydoğan, A. ve Geray, H. (2010). Televizyon Haberciliğinde Etik. [(der). Bülent Çaplı ve Hakan Tuncel (içinde), “Yeni İletişim Teknolojileri ve Etik”, 305-321]. Ankara: Fersa Matbaacılık."
7458,1275382,21186841,8,,,apa,“Public Attitudes Toward Electronic Health Records”,AHIP Cover,2005,Alan F,,,no_match,,,,,,,,,,,,,,,,,,"8. Alan F. Westin (2005). “Public Attitudes Toward Electronic Health Records”. AHIP Cover, 12 (2), 1–7."
7470,1201827,19935794,31,,,apa,Okul Öncesi Dönemde SosyalDuygusal Gelişime Anne-Baba Davranışının Etkisi,Aile ve Toplum,2008,"Kandır, A",,,no_match,,,,,,,,,,,,,,,,,,"Kandır, A. & Alpan, Y. (2008). Okul Öncesi Dönemde Sosyal- Duygusal Gelişime Anne-Baba Davranışının Etkisi. Aile ve Toplum, 10(4), 33-38."
7471,1272450,21270071,16,,,apa,Mühendislik ve BÖTE öğrencilerinin bilgisayar programlama öğrenmeye dönük tutumları,The Journal of Academik Social Science Studies,2013,"Korkmaz, Ö., & Altun, H",,,no_match,,,,,,,,,,,,,,,,,,"Korkmaz, Ö., & Altun, H. (2013). Mühendislik ve BÖTE öğrencilerinin bilgisayar programlama öğrenmeye dönük tutumları. The Journal of Academik Social Science Studies, 6(2), 1169-1185. Erişim adresi https://arastirmax.com/en/system/files/dergiler/79201/makaleler/6/2/arastrmx_79201_6_pp_1169- 1185.pdf"
