sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
6319,1177539,16753820,15,,no_match,,,,,,,,,,,,,search:ozdogan isik geleneksel turk mut faginda serbet icanas uluslararasi asya zey afrika calismalari kongresi eylul 2007 ankara ataturk kultur dil tarih yuksek kurumu 2007 1059,context,ozdogan isik geleneksel turk mut faginda serbet icanas uluslararasi asya zey afrika calismalari kongresi eylul 2007 ankara ataturk kultur dil tarih yuksek kurumu 2007 1059,"15. Özdoğan Y, Işık N. Geleneksel Türk mut fağında şerbet. 38. ICANAS Uluslararası Asya ve Ku zey Afrika Çalışmaları Kongresi; 10-15 Eylül 2007; Ankara: Atatürk Kültür, Dil ve Tarih Yüksek Kurumu; 2007. p.1059-77."
6325,1293510,22077218,13,,no_match,,,,,,,,,,,,,search:busbecq 2005 kanuni doneminde avrupali elcinin gozlemleri 1555 1960 turkomer cev istanbul turkiye bankasi kultur yayinlari,context,busbecq 2005 kanuni doneminde avrupali elcinin gozlemleri 1555 1960 turkomer cev istanbul turkiye bankasi kultur yayinlari,"Busbecq, O. G. (2005). Kanuni Döneminde Avrupalı Bir Elçinin Gözlemleri (1555-1960). (D. Türkömer, Çev.) İstanbul: Türkiye İş Bankası Kültür Yayınları."
6326,1293510,22077222,17,,no_match,,,,,,,,,,,,,search:cokugras 2016 bekar odalari meyhaneler osmanli istanbul unda marjinalite mekan istanbul istanbul arastirmalari enstitusu yayinlari,context,cokugras 2016 bekar odalari meyhaneler osmanli istanbul unda marjinalite mekan istanbul istanbul arastirmalari enstitusu yayinlari,"Çokuğraş, I. (2016). Bekâr Odaları ve Meyhaneler: Osmanlı İstanbul'unda Marjinalite ve Mekân. İstanbul: İstanbul Araştırmaları Enstitüsü Yayınları."
6327,1298710,23317408,21,,no_match,,,,,,,,,,,,,search:gurisik 2018 cevrimici bicimlendirmeye yonelik degerlendirme araci olarak plickers ogrenci ogretmen gorusleri plickers online formative assessment tool opinions students teachers unpublished master thesis gazi university institute educational sciences ankara,context,gurisik 2018 cevrimici bicimlendirmeye yonelik degerlendirme araci olarak plickers ogrenci ogretmen gorusleri plickers online formative assessment tool opinions students teachers unpublished master thesis gazi university institute educational sciences ankara,"Gürışık, A. (2018). Çevrimiçi biçimlendirmeye yönelik bir değerlendirme aracı olarak Plickers: Öğrenci ve öğretmen görüşleri [Plickers as an online formative assessment tool: Opinions of students and teachers]. (Unpublished Master Thesis), Gazi University, Institute of Educational Sciences, Ankara, Turkey. Retrieved from https://tez.yok.gov.tr/UlusalTezMerkezi/"
6334,1190195,17333943,7,,no_match,,,,,,,,,,,,,search:bati 2007 tuketim katedralleri olarak alisveris merkezlerinin toplumsal gostergebilimi forum bornova alisveris merkezi ornegi uluslararasi insan bilimleri,context,bati 2007 tuketim katedralleri olarak alisveris merkezlerinin toplumsal gostergebilimi forum bornova alisveris merkezi ornegi uluslararasi insan bilimleri,"Batı, U. (2007). Tüketim Katedralleri Olarak Alışveriş Merkezlerinin Toplumsal Göstergebilimi: Forum Bornova Alışveriş Merkezi Örneği. Uluslararası İnsan Bilimleri Dergisi, 4 (1), 26."
6336,1190195,17333963,27,,no_match,,,,,,,,,,,,,search:kilic aydogan 2006 katilimci kentsel koruma projesi izmir kemeralti tarihi kent merkezi ege cografya,context,kilic aydogan 2006 katilimci kentsel koruma projesi izmir kemeralti tarihi kent merkezi ege cografya,"Kılıç, S. E., & Aydoğan, M. (2006). Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi. Ege Coğrafya Dergisi, 15 (1-2), 61-71."
6339,1331086,23856182,7,,no_match,,,,,,,,,,,,,search:barakazi 2021 bos zaman motivasyonu yasam tatmini iliskisinde bos zaman tatmininin aracilik etkisi universite ogrencileri arastirma doktora tezi ankara haci bayram veli universitesi ankara,context,barakazi 2021 bos zaman motivasyonu yasam tatmini iliskisinde bos zaman tatmininin aracilik etkisi universite ogrencileri arastirma doktora tezi ankara haci bayram veli universitesi ankara,"Barakazi, E. (2021). Boş Zaman Motivasyonu ve Yaşam Tatmini İlişkisinde Boş Zaman Tatmininin Aracılık Etkisi: Üniversite Öğrencileri Üzerine Bir Araştırma. Doktora Tezi, Ankara Hacı Bayram Veli Üniversitesi. Ankara."
6340,1331086,23856195,20,,no_match,,,,,,,,,,,,,search:cakir 2017 bos zaman bos zaman teorileri akoglan kozak rekreasyonel liderlik turist rehberligi icinde ankara detay yayincilik,context,cakir 2017 bos zaman bos zaman teorileri akoglan kozak rekreasyonel liderlik turist rehberligi icinde ankara detay yayincilik,"Çakır, O. (2017). Boş zaman ve boş zaman teorileri. M. Akoğlan Kozak (Ed.), Rekreasyonel Liderlik ve Turist Rehberliği içinde, (s.6-29). Ankara: Detay Yayıncılık."
6341,1331086,23856213,38,,no_match,,,,,,,,,,,,,search:gultekin ozdede korkut esenturk gul topcu 2018 rekreasyonel aktivitelere katilimin mental sagliga etkilerinin degerlendirilmesi duzce kenti ornegi turkiye peyzaj arastirmalari,context,gultekin ozdede korkut esenturk gul topcu 2018 rekreasyonel aktivitelere katilimin mental sagliga etkilerinin degerlendirilmesi duzce kenti ornegi turkiye peyzaj arastirmalari,"Gültekin, P., Özdede, S., Korkut, C., Esentürk, A., Gül, H. & Topçu, K. (2018). Rekreasyonel aktivitelere katılımın mental sağlığa etkilerinin değerlendirilmesi: Düzce kenti örneği, Türkiye Peyzaj Araştırmaları Dergisi, 1(1), 26-41."
6345,1374869,25610545,1,,no_match,,,,,,,,,,,,,search:bourquin 2023 ordre juridictionnel administratif yayimlanmamis doktora tezi universite bourgogne franche comte besancon,context,bourquin 2023 ordre juridictionnel administratif yayimlanmamis doktora tezi universite bourgogne franche comte besancon,"BOURQUIN, C. (2023). L’ordre juridictionnel administratif. (Yayımlanmamış Doktora Tezi, Université Bourgogne Franche-Comté). Besançon."
6348,1373603,25562168,68,,no_match,,,,,,,,,,,,,search:world health organization 2002 environmental health emergencies disasters practical guide wisner adsgs,context,world health organization 2002 environmental health emergencies disasters practical guide wisner adsgs,"World Health Organization. (2002). Environmental health in emergencies and disasters: a practical guide. (Ed: Wisner, B. Ve AdSGS, J.) https://www.who.int/teSGS/environment-climate-change-and-health/emergencies"
6350,1289303,22462390,17,,no_match,,,,,,,,,,,,,search:tutulmaz sahin 2014 turk havayolu ulastirmasinin acilim donemine yonelik teknik etkinlik analizi stokastik sinir yontemi uygulamasi cukurova universitesi iktisadi idari bilimler fakultesi,context,tutulmaz sahin 2014 turk havayolu ulastirmasinin acilim donemine yonelik teknik etkinlik analizi stokastik sinir yontemi uygulamasi cukurova universitesi iktisadi idari bilimler fakultesi,"[17] Tutulmaz, O., & Şahin, H. (2014). Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması. Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 18 (2), 49-73."
6355,1340473,24214259,14,,no_match,,,,,,,,,,,,,search:turkiye psikiyatri dernegi 2024 turkiye psikiyatri dernegi psikiyatri meslek etigi ilke kurallari 2024 tarihinde adresinden erisildi,context,turkiye psikiyatri dernegi 2024 turkiye psikiyatri dernegi psikiyatri meslek etigi ilke kurallari 2024 tarihinde adresinden erisildi,Türkiye Psikiyatri Derneği (2024) Türkiye Psikiyatri Derneği Psikiyatri Meslek Etiği İlke ve Kuralları. 17.08.2024 tarihinde https://psikiyatri.org.tr/uploadFiles/1452024132746-TPDPsikiyatriiMeslekEtigiIlkeveKurallariGK-onayi14052024.pdf adresinden erişildi.
6356,1276215,21223186,15,,no_match,,,,,,,,,,,,,search:ercilasun 2003 turk dili kompozisyon bilgileri ankara yargi yayinevi,context,ercilasun 2003 turk dili kompozisyon bilgileri ankara yargi yayinevi,"Ercilasun, A. (2003). Türk Dili ve Kompozisyon Bilgileri. Ankara: Yargı Yayınevi."
6357,1276215,21223194,23,,no_match,,,,,,,,,,,,,search:kayasandik 2018 yabancilara turkce ogretiminde kullanilan ders kitaplarindaki dil bilgisi ogretim yontemlerinin incelenmesi yayimlanmamis yuksek lisans tezi akdeniz universitesi antalya,context,kayasandik 2018 yabancilara turkce ogretiminde kullanilan ders kitaplarindaki dil bilgisi ogretim yontemlerinin incelenmesi yayimlanmamis yuksek lisans tezi akdeniz universitesi antalya,"Kayasandık, E. (2018). Yabancılara Türkçe öğretiminde kullanılan ders kitaplarındaki dil bilgisi öğretim yöntemlerinin incelenmesi. Yayımlanmamış yüksek lisans tezi, Akdeniz Üniversitesi, Antalya."
6359,1256066,20341202,19,,no_match,,,,,,,,,,,,,search:vos strydom fouche 2011 research grass roots social sciences human service professions 3rd pretoria van schaik publishers,context,vos strydom fouche 2011 research grass roots social sciences human service professions 3rd pretoria van schaik publishers,"De Vos, A. S., Strydom, H. & Fouche, C.B. (2011).Research at Grass Roots: For Social Sciences and Human Service Professions.3rd ed. Pretoria: Van Schaik Publishers."
6361,1256066,20341237,54,,no_match,,,,,,,,,,,,,search:reynolds 2000 pygmalion management understanding supervisory expectations antecedent managerial self efficacy phd thesis cornell university new york,context,reynolds 2000 pygmalion management understanding supervisory expectations antecedent managerial self efficacy phd thesis cornell university new york,"Reynolds, D. E. (2000). Pygmalion in Management: Understanding Supervisory Expectations As an Antecedent of Managerial Self-Efficacy, Phd Thesis, Cornell University, New York."
6362,1286806,21915057,34,,no_match,,,,,,,,,,,,,search:grozdanovski jovica,context,grozdanovski jovica,"Grozdanovski, Jovica, “Αρχείο Αλή Πασά Συλλογής Χώτζη Γενναδείου Βιβλιοθήκης της Αμερικανικής Σχολής Αθηνών. Τόμος Δ’ (Εισαγωγή-Ευρετήρια-Γλωσσάρι). Έκδοση-Σχολιασμός-Ευρετήρια: Βασίλης Παναγιωτόπουλος, με τη συνεργασία; των: Δημήτρη Δημητρόπουλου και Παναγιώτη Μιχαηλάρη. Αθήνα: Εθνικό Ίδρυμα Ερευνών – Ινστιτούτο Νεοελληνικών Ερευνών, 2009; Αρχείο Αλή Πασά Συλλογής Ι. Χώτζη Γενικών Αρχείων του Κράτους και Μουσείου Μπενάκη. Τόμος Ε΄ (1792- 1820). Έκδοση-Σχολιασμός Ευρετήρια: Βασίλης Παναγιωτόπουλος, με τη συνεργασία των: Δημήτρη Δημητρόπουλου, Παναγιώτη Μιχαηλάρη. Αθήνα: Εθνικό Ίδρυμα Ερευνών – Ινστιτούτο Ιστορικών Ερευνών, 2018”, Patrimonium.MK : Periodical for Cultural Heritage - Monuments, Restoration, Museums 15/6 (2022), 397-400."
6363,1286806,21915067,44,,no_match,,,,,,,,,,,,,search:kuneralp sinan les musurus une famille diplomates ottomans lettres documents 1852 1910 istanbul isis yayinlari 2015,context,kuneralp sinan les musurus une famille diplomates ottomans lettres documents 1852 1910 istanbul isis yayinlari 2015,"Kuneralp, Sinan: Les Musurus Une Famille De Diplomates Ottomans Lettres Et Documents (1852-1910), İstanbul: ISIS Yayınları, 2015."
6365,1315278,23099775,21,,no_match,,,,,,,,,,,,,search:ergenc 1982 osmanli klasik donemindeki bazi bilgiler osmanli arastirmalari 105 118,context,ergenc 1982 osmanli klasik donemindeki bazi bilgiler osmanli arastirmalari 105 118,"Ergenç, Ö. (1982). Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler. Osmanlı Araştırmaları, 3(3), 105-118."
6367,1313925,23863316,32,,no_match,10.17182/hepdata.158370.v1/t3,"""Figure 3-1"" of ""Search for a top-philic Z' boson decaying into a $\mathrm{t\bar{t}}$ pair in a final state with jets and an electron or muon in proton-proton collisions at $\sqrt{s}$ = 13.6 TeV""",HEPData,2026,Dataset,https://www.hepdata.net/record/182110,0.0677,0.0526,0.1938,19,0.0,False,search:figure,context,figure,Figure 2. https://fictionphile.com/legend-of-zelda-ocarina-of-time-best-zelda-game/
6368,1313925,23863318,34,,no_match,,,,,,,,,,,,,search:figure town tphd bqot wujervvwkqlbbkq2ojr6d350b,context,figure town tphd bqot wujervvwkqlbbkq2ojr6d350b,Figure 4. https://aminoapps.com/c/zelda/page/blog/confusing-rito-mural-in-castle- town-tphd/BQot_wujeRVvwkQlBbkQ2ojR6d350B
6373,1276350,21403470,4,,no_match,,,,,,,,,,,,,search:ayanoglu yilmaz 2016 tfrs uyumlu finansal tablolara gecis oran analizine etkisi maden sektoru ornegi gazi iktisat isletme,context,ayanoglu yilmaz 2016 tfrs uyumlu finansal tablolara gecis oran analizine etkisi maden sektoru ornegi gazi iktisat isletme,"Ayanoğlu, Y. ve Yılmaz, A. (2016). TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği. Gazi İktisat ve İşletme Dergisi, 2(2), 41-66."
6374,1276350,21403502,36,,no_match,,,,,,,,,,,,,search:kucuksozen 2004 finansal bilgi manipulasyonu nedenleri yontemleri amaclari teknikleri sonuclari imkb sirketleri uygulama yayinlanmamis doktora tezi ankara universitesi sosyal bilimler enstitusu ankara,context,kucuksozen 2004 finansal bilgi manipulasyonu nedenleri yontemleri amaclari teknikleri sonuclari imkb sirketleri uygulama yayinlanmamis doktora tezi ankara universitesi sosyal bilimler enstitusu ankara,"Küçüksözen, C. (2004). Finansal Bilgi Manipülasyonu: Nedenleri, Yöntemleri, Amaçları, Teknikleri, Sonuçları ve İMKB Şirketleri Üzerine Bir Uygulama. (Yayınlanmamış Doktora Tezi). Ankara Üniversitesi Sosyal Bilimler Enstitüsü, Ankara."
6375,1260591,20536673,2,,no_match,,,,,,,,,,,,,search:barutcu mert 2013 kalp yetersizligi olan bireyin neuman sistemler modeli gore hemsirelik bakim plani ornegi dokuz eylul universitesi hemsirelik yuksekokulu elektronik,context,barutcu mert 2013 kalp yetersizligi olan bireyin neuman sistemler modeli gore hemsirelik bakim plani ornegi dokuz eylul universitesi hemsirelik yuksekokulu elektronik,"Barutçu CD, Mert H. (2013). Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği. Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi, 6(2), 88-92."
6378,1305277,22880439,23,,no_match,,,,,,,,,,,,,search:karatas 2019 bosanmis aile cocuklarindaki uyum problemleri ortak ebeveynlik acisindan inceleme yuksek lisans tezi istanbul istanbul universitesi sosyal bilimler enstitusu,context,karatas 2019 bosanmis aile cocuklarindaki uyum problemleri ortak ebeveynlik acisindan inceleme yuksek lisans tezi istanbul istanbul universitesi sosyal bilimler enstitusu,"Karataş, E., (2019). Boşanmış Aile Çocuklarındaki Uyum Problemleri: Ortak Ebeveynlik Açısından Bir İnceleme, Yüksek Lisans Tezi, İstanbul: İstanbul Üniversitesi Sosyal Bilimler Enstitüsü."
6385,1256585,20364671,30,,no_match,,,,,,,,,,,,,search:effect different techniques used intramuscular injection pain drug leakage alasar 2021 international anatolia academic online health sciences,tei,effect different techniques used intramuscular injection pain drug leakage alasar 2021 international anatolia academic online health sciences,"30. Alaşar B, Çevik K. The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage. International Anatolia Academic Online Journal Health Sciences 2021;7:79-92."
6386,1246653,20045944,6,,no_match,,,,,,,,,,,,,search:cengil cinar 2021 poisonous mushroom detection yolov5 turkish science technology 119 127,context,cengil cinar 2021 poisonous mushroom detection yolov5 turkish science technology 119 127,"Cengil, E. and Çınar, A. (2021). Poisonous mushroom detection using YOLOV5. Turkish Journal of Science and Technology, 16(1), 119-127. https://dergipark.org.tr/en/pub/tjst/issue/60560/873764"
6390,1311931,25072341,31,,no_match,,,,,,,,,,,,,search:weber 1999 protestan ahlaki kapitalizmin ruhu gurata cev ayrac yayinevi,context,weber 1999 protestan ahlaki kapitalizmin ruhu gurata cev ayrac yayinevi,"Weber, M. (1999). Protestan ahlakı ve kapitalizmin ruhu. (Z. Gürata, Çev.). Ayraç Yayınevi."
6391,1252299,20176856,35,,no_match,,,,,,,,,,,,,search:liu 2009 beyond science literacy science public international environmental science education 301 311,context,liu 2009 beyond science literacy science public international environmental science education 301 311,"Liu, X. (2009). Beyond Science Literacy: Science and the Public. International Journal of Environmental & Science Education. 4(3),301-311."
6392,1252299,20176868,47,,no_match,,,,,,,,,,,,,search:yigit 2007 oykulestirme yonteminin sinif sosyal bilgiler programi ulkemizin kaynaklari unitesindeki ogrenci basarisi etkisi unpublished master thesis abant izzet baysal universitesi sosyal bilimler enstitusu bolu,context,yigit 2007 oykulestirme yonteminin sinif sosyal bilgiler programi ulkemizin kaynaklari unitesindeki ogrenci basarisi etkisi unpublished master thesis abant izzet baysal universitesi sosyal bilimler enstitusu bolu,"Yiğit, E. Ö. (2007). Öyküleştirme yönteminin 6. sınıf sosyal bilgiler programı ülkemizin kaynakları ünitesindeki öğrenci başarısı üzerine etkisi. (Unpublished master’s thesis), Abant İzzet Baysal Üniversitesi Sosyal Bilimler Enstitüsü, Bolu."
6393,1244976,19868812,8,,no_match,,,,,,,,,,,,,search:bese polatoglu 2017 sun drying cornelian cherry fruits cornus mas erzincan university science technology retrieved pub erzifbed issue 29782 289008,context,bese polatoglu 2017 sun drying cornelian cherry fruits cornus mas erzincan university science technology retrieved pub erzifbed issue 29782 289008,"Beşe, A.V., Polatoğlu, B. (2017). Sun drying of cornelian cherry fruits (Cornus mas L.). Erzincan University Journal of Science and Technology 10(1): 68-77. Retrieved from https://dergipark.org.tr/en/ pub/erzifbed/issue/29782/289008"
6397,1346786,24477782,2,,no_match,,,,,,,,,,,,,search:benek kaya 2023 gel zaman git zaman derleme masallar ankara akcag yayinlari,context,benek kaya 2023 gel zaman git zaman derleme masallar ankara akcag yayinlari,"Benek Kaya, A. (2023). Gel zaman git zaman derleme masallar. Ankara: Akçağ Yayınları."
